PRODUCTO,TIPO CONTRATO,FECHA,AJUSTE / PRIMA REF.
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-02,140.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-02,133.7
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-02,261.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-02,237.6
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-02,242.5
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-02,249.5
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-02,190.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-02,195.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-02,202.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-02,163.9
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-02,166.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-03,141.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-03,135.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-03,259.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-03,237.1
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-03,242.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-03,249.0
TRI Disponible,TRI.BA/DIS20,2020-01-03,185.0
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-03,188.9
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-03,194.0
TRI Dolar MATba,TRI.BA/MAR20,2020-01-03,199.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-03,205.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-03,202.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-03,165.0
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-03,167.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-06,140.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-06,134.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-06,262.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-06,238.1
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-06,243.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-06,250.0
TRI Disponible,TRI.BA/DIS20,2020-01-06,182.0
TRI Dolar MATba,TRI.BA/ENE20,2020-01-06,188.1
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-06,184.5
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-06,189.5
TRI Dolar MATba,TRI.BA/MAR20,2020-01-06,194.6
TRI Dolar MATba,TRI.BA/JUL20,2020-01-06,203.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-06,198.0
MAI Dolar MATba,MAI.ROS/ENE20,2020-01-07,147.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-07,142.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-07,136.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-07,138.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-07,142.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-07,262.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-07,237.7
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-07,242.5
TRI Disponible,TRI.BA/DIS20,2020-01-07,185.5
TRI Dolar MATba,TRI.BA/ENE20,2020-01-07,188.0
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-07,185.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-07,189.8
TRI Dolar MATba,TRI.BA/MAR20,2020-01-07,195.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-07,204.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-07,198.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-08,143.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-08,136.8
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-08,141.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-08,263.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-08,257.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-08,237.4
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-08,242.3
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-08,249.2
TRI Disponible,TRI.BA/DIS20,2020-01-08,187.5
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-08,186.5
TRI Dolar MATba,TRI.BA/ENE20,2020-01-08,189.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-08,190.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-08,198.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-08,170.5
MAI Dolar MATba,MAI.ROS/ENE20,2020-01-09,151.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-09,144.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-09,136.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-09,143.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-09,267.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-09,264.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-09,237.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-09,241.8
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-09,248.8
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-09,190.0
TRI Dolar MATba,TRI.BA/ENE20,2020-01-09,190.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-09,194.0
TRI Dolar MATba,TRI.BA/MAR20,2020-01-09,197.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-09,202.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-09,169.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-10,145.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-10,137.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-10,140.5
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-10,144.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-10,267.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-10,264.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-10,237.5
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-10,242.2
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-10,249.3
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-10,194.0
TRI Dolar MATba,TRI.BA/ENE20,2020-01-10,195.2
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-10,197.2
TRI Dolar MATba,TRI.BA/MAR20,2020-01-10,201.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-10,203.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-10,169.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-13,148.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-13,139.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-13,140.1
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-13,145.9
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-13,266.3
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-13,263.3
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-13,236.5
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-13,241.5
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-13,200.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-13,203.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-13,209.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-13,170.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-13,173.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-14,147.6
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-14,139.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-14,140.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-14,146.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-14,265.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-14,262.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-14,237.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-14,241.7
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-14,249.5
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-14,203.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-14,205.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-14,211.2
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-15,148.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-15,139.6
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-15,141.1
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-15,146.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-15,265.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-15,262.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-15,236.5
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-15,241.1
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-15,248.6
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-15,198.0
TRI Dolar MATba,TRI.BA/ENE20,2020-01-15,199.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-15,201.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-15,208.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-15,215.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-15,169.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-15,171.5
MAI Dolar MATba,MAI.ROS/ENE20,2020-01-16,158.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-16,144.9
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-16,137.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-16,138.3
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-16,144.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-16,265.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-16,262.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-16,235.1
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-16,239.4
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-16,247.0
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-16,199.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-16,201.2
TRI Dolar MATba,TRI.BA/JUL20,2020-01-16,214.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-16,208.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-16,168.4
MAI Dolar MATba,MAI.ROS/ENE20,2020-01-17,157.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-17,148.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-17,139.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-17,141.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-17,147.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-17,265.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-17,262.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-17,236.3
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-17,240.3
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-17,247.7
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-17,202.0
TRI Dolar MATba,TRI.BA/ENE20,2020-01-17,195.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-17,204.5
TRI Dolar MATba,TRI.BA/JUL20,2020-01-17,218.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-17,210.0
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-17,169.8
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-20,148.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-20,139.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-20,141.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-20,146.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-20,267.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-20,263.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-20,236.6
TRI Dolar MATba,TRI.BA/ENE20,2020-01-20,198.5
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-20,204.1
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-20,205.5
TRI Dolar MATba,TRI.BA/MAR20,2020-01-20,210.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-20,212.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-21,147.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-21,138.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-21,140.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-21,146.0
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-21,265.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-21,261.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-21,234.6
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-21,239.0
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-21,206.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-21,209.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-21,215.0
MAI Dolar MATba,MAI.ROS/ENE20,2020-01-22,160.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-22,148.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-22,139.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-22,265.9
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-22,262.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-22,235.1
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-22,239.5
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-22,247.3
TRI Dolar MATba,TRI.BA/ENE20,2020-01-22,205.0
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-22,209.5
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-22,212.5
TRI Dolar MATba,TRI.BA/MAR20,2020-01-22,215.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-22,218.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-22,223.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-22,171.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-23,149.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-23,139.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-23,141.3
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-23,266.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-23,261.9
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-23,235.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-23,239.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-23,247.2
TRI Disponible,TRI.BA/DIS20,2020-01-23,206.0
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-23,211.5
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-23,214.0
TRI Dolar MATba,TRI.BA/MAR20,2020-01-23,216.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-23,222.6
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-23,219.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-23,170.0
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-23,172.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-24,148.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-24,138.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-24,140.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-24,146.5
SOJ Dolar MATba,SOJ.ROS/ENE20,2020-01-24,262.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-24,261.4
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-24,233.8
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-24,238.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-24,246.7
TRI Dolar MATba,TRI.ROS/ENE20,2020-01-24,210.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-24,212.0
TRI Dolar MATba,TRI.BA/MAR20,2020-01-24,216.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-24,218.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-24,222.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-24,169.1
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-24,171.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-27,146.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-27,136.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-27,144.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-27,232.5
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-27,236.6
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-27,245.1
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-27,208.5
TRI Dolar MATba,TRI.BA/MAR20,2020-01-27,214.6
TRI Dolar MATba,TRI.BA/MAY20,2020-01-27,217.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-27,214.5
TRI Dolar MATba,TRI.BA/JUL20,2020-01-27,222.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-27,166.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-28,148.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-28,138.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-28,140.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-28,146.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-28,254.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-28,232.7
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-28,237.5
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-28,245.9
TRI Disponible,TRI.BA/DIS20,2020-01-28,209.5
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-28,210.3
TRI Dolar MATba,TRI.BA/MAR20,2020-01-28,215.5
TRI Dolar MATba,TRI.BA/MAY20,2020-01-28,218.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-28,220.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-28,216.1
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-28,167.0
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-28,169.9
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-29,147.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-29,137.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-01-29,139.2
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-29,144.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-29,252.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-29,232.7
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-29,237.5
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-29,245.8
TRI Dolar MATba,TRI.ROS/FEB20,2020-01-29,204.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-29,209.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-29,214.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-29,168.0
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-29,169.5
MAI Dolar MATba,MAI.ROS/FEB20,2020-01-30,151.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-30,147.7
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-30,138.5
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-30,144.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-30,250.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-30,230.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-30,234.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-30,243.0
TRI Dolar MATba,TRI.ROS/FEB20,2020-01-30,202.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-30,205.0
TRI Dolar MATba,TRI.BA/MAR20,2020-01-30,212.5
TRI Dolar MATba,TRI.BA/MAY20,2020-01-30,214.5
TRI Dolar MATba,TRI.BA/JUL20,2020-01-30,217.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-30,209.0
TRI Dolar MATba,TRI.ROS/DIC20,2020-01-30,168.0
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-30,169.0
MAI Dolar MATba,MAI.ROS/FEB20,2020-01-31,151.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-01-31,148.1
MAI Dolar MATba,MAI.ROS/JUL20,2020-01-31,139.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-01-31,145.2
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-01-31,249.0
SOJ Dolar MATba,SOJ.ROS/MAR20,2020-01-31,230.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-01-31,229.6
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-01-31,234.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-01-31,242.5
TRI Dolar MATba,TRI.ROS/FEB20,2020-01-31,202.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-01-31,205.5
TRI Dolar MATba,TRI.BA/MAR20,2020-01-31,213.0
TRI Dolar MATba,TRI.BA/MAY20,2020-01-31,215.0
TRI Dolar MATba,TRI.BA/JUL20,2020-01-31,217.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-01-31,208.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-01-31,166.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-03,147.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-03,138.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-02-03,245.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-03,230.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-03,234.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-03,243.0
TRI Disponible,TRI.BA/DIS20,2020-02-03,210.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-03,205.0
TRI Dolar MATba,TRI.BA/MAR20,2020-02-03,213.0
TRI Dolar MATba,TRI.BA/MAY20,2020-02-03,215.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-03,208.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-02-03,165.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-04,147.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-04,138.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-02-04,245.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-04,231.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-04,235.5
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-04,244.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-04,205.5
TRI Dolar MATba,TRI.BA/JUL20,2020-02-04,217.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-04,209.7
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-05,146.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-05,137.5
MAI Dolar MATba,MAI.ROS/SEP20,2020-02-05,139.5
MAI Dolar MATba,MAI.ROS/DIC20,2020-02-05,144.5
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-02-05,246.5
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-05,231.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-05,236.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-05,244.5
TRI Dolar MATba,TRI.BA/FEB20,2020-02-05,210.0
TRI Dolar MATba,TRI.ROS/FEB20,2020-02-05,205.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-05,208.5
TRI Dolar MATba,TRI.BA/MAR20,2020-02-05,216.5
TRI Dolar MATba,TRI.BA/JUL20,2020-02-05,219.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-05,213.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-02-05,166.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-02-05,168.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-06,146.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-06,138.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-02-06,139.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-02-06,247.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-06,230.5
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-06,235.7
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-06,244.3
TRI Dolar MATba,TRI.ROS/FEB20,2020-02-06,204.5
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-06,207.5
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-06,212.4
TRI Dolar MATba,TRI.BA/JUL20,2020-02-06,220.0
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-07,147.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-07,138.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-02-07,139.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-02-07,144.9
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-02-07,248.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-07,229.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-07,234.3
SOJ Dolar MATba,SOJ.ROS/SEP20,2020-02-07,239.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-07,243.1
TRI Disponible,TRI.BA/DIS20,2020-02-07,212.0
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-07,205.0
TRI Dolar MATba,TRI.BA/MAY20,2020-02-07,216.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-07,209.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-02-07,165.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-10,146.0
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-10,137.0
MAI Dolar MATba,MAI.ROS/DIC20,2020-02-10,144.0
SOJ Dolar MATba,SOJ.ROS/FEB20,2020-02-10,248.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-10,227.0
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-10,232.6
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-10,241.8
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-10,204.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-10,209.5
TRI Dolar MATba,TRI.ROS/DIC20,2020-02-10,163.5
TRI Dolar MATba,TRI.ROS/ENE21,2020-02-10,165.5
MAI Dolar MATba,MAI.ROS/ABR20,2020-02-11,145.5
MAI Dolar MATba,MAI.ROS/JUL20,2020-02-11,136.0
MAI Dolar MATba,MAI.ROS/SEP20,2020-02-11,138.0
SOJ Dolar MATba,SOJ.ROS/MAY20,2020-02-11,227.6
SOJ Dolar MATba,SOJ.ROS/JUL20,2020-02-11,233.0
SOJ Dolar MATba,SOJ.ROS/NOV20,2020-02-11,242.6
TRI Dolar MATba,TRI.ROS/MAR20,2020-02-11,205.0
TRI Dolar MATba,TRI.BA/MAR20,2020-02-11,214.0
TRI Dolar MATba,TRI.ROS/JUL20,2020-02-11,209.5
