FECHA,PRODUCTO,TIPO CONTRATO,AJUSTE / PRIMA REF.
2020-01-02,MAI Dolar MATba,MAI.ROS/ABR20,140.0
2020-01-02,MAI Dolar MATba,MAI.ROS/JUL20,133.7
2020-01-02,SOJ Dolar MATba,SOJ.ROS/ENE20,261.5
2020-01-02,SOJ Dolar MATba,SOJ.ROS/MAY20,237.6
2020-01-02,SOJ Dolar MATba,SOJ.ROS/JUL20,242.5
2020-01-02,SOJ Dolar MATba,SOJ.ROS/NOV20,249.5
2020-01-02,TRI Dolar MATba,TRI.ROS/ENE20,190.0
2020-01-02,TRI Dolar MATba,TRI.ROS/MAR20,195.0
2020-01-02,TRI Dolar MATba,TRI.ROS/JUL20,202.0
2020-01-02,TRI Dolar MATba,TRI.ROS/DIC20,163.9
2020-01-02,TRI Dolar MATba,TRI.ROS/ENE21,166.0
2020-01-03,MAI Dolar MATba,MAI.ROS/ABR20,141.0
2020-01-03,MAI Dolar MATba,MAI.ROS/JUL20,135.0
2020-01-03,SOJ Dolar MATba,SOJ.ROS/ENE20,259.5
2020-01-03,SOJ Dolar MATba,SOJ.ROS/MAY20,237.1
2020-01-03,SOJ Dolar MATba,SOJ.ROS/JUL20,242.0
2020-01-03,SOJ Dolar MATba,SOJ.ROS/NOV20,249.0
2020-01-03,TRI Disponible,TRI.BA/DIS20,185.0
2020-01-03,TRI Dolar MATba,TRI.ROS/ENE20,188.9
2020-01-03,TRI Dolar MATba,TRI.ROS/MAR20,194.0
2020-01-03,TRI Dolar MATba,TRI.BA/MAR20,199.0
2020-01-03,TRI Dolar MATba,TRI.BA/JUL20,205.0
2020-01-03,TRI Dolar MATba,TRI.ROS/JUL20,202.0
2020-01-03,TRI Dolar MATba,TRI.ROS/DIC20,165.0
2020-01-03,TRI Dolar MATba,TRI.ROS/ENE21,167.0
2020-01-06,MAI Dolar MATba,MAI.ROS/ABR20,140.5
2020-01-06,MAI Dolar MATba,MAI.ROS/JUL20,134.5
2020-01-06,SOJ Dolar MATba,SOJ.ROS/ENE20,262.5
2020-01-06,SOJ Dolar MATba,SOJ.ROS/MAY20,238.1
2020-01-06,SOJ Dolar MATba,SOJ.ROS/JUL20,243.0
2020-01-06,SOJ Dolar MATba,SOJ.ROS/NOV20,250.0
2020-01-06,TRI Disponible,TRI.BA/DIS20,182.0
2020-01-06,TRI Dolar MATba,TRI.BA/ENE20,188.1
2020-01-06,TRI Dolar MATba,TRI.ROS/ENE20,184.5
2020-01-06,TRI Dolar MATba,TRI.ROS/MAR20,189.5
2020-01-06,TRI Dolar MATba,TRI.BA/MAR20,194.6
2020-01-06,TRI Dolar MATba,TRI.BA/JUL20,203.0
2020-01-06,TRI Dolar MATba,TRI.ROS/JUL20,198.0
2020-01-07,MAI Dolar MATba,MAI.ROS/ENE20,147.0
2020-01-07,MAI Dolar MATba,MAI.ROS/ABR20,142.5
2020-01-07,MAI Dolar MATba,MAI.ROS/JUL20,136.0
2020-01-07,MAI Dolar MATba,MAI.ROS/SEP20,138.0
2020-01-07,MAI Dolar MATba,MAI.ROS/DIC20,142.0
2020-01-07,SOJ Dolar MATba,SOJ.ROS/ENE20,262.0
2020-01-07,SOJ Dolar MATba,SOJ.ROS/MAY20,237.7
2020-01-07,SOJ Dolar MATba,SOJ.ROS/JUL20,242.5
2020-01-07,TRI Disponible,TRI.BA/DIS20,185.5
2020-01-07,TRI Dolar MATba,TRI.BA/ENE20,188.0
2020-01-07,TRI Dolar MATba,TRI.ROS/ENE20,185.0
2020-01-07,TRI Dolar MATba,TRI.ROS/MAR20,189.8
2020-01-07,TRI Dolar MATba,TRI.BA/MAR20,195.0
2020-01-07,TRI Dolar MATba,TRI.BA/JUL20,204.5
2020-01-07,TRI Dolar MATba,TRI.ROS/JUL20,198.5
2020-01-08,MAI Dolar MATba,MAI.ROS/ABR20,143.5
2020-01-08,MAI Dolar MATba,MAI.ROS/JUL20,136.8
2020-01-08,MAI Dolar MATba,MAI.ROS/DIC20,141.5
2020-01-08,SOJ Dolar MATba,SOJ.ROS/ENE20,263.5
2020-01-08,SOJ Dolar MATba,SOJ.ROS/FEB20,257.0
2020-01-08,SOJ Dolar MATba,SOJ.ROS/MAY20,237.4
2020-01-08,SOJ Dolar MATba,SOJ.ROS/JUL20,242.3
2020-01-08,SOJ Dolar MATba,SOJ.ROS/NOV20,249.2
2020-01-08,TRI Disponible,TRI.BA/DIS20,187.5
2020-01-08,TRI Dolar MATba,TRI.ROS/ENE20,186.5
2020-01-08,TRI Dolar MATba,TRI.BA/ENE20,189.0
2020-01-08,TRI Dolar MATba,TRI.ROS/MAR20,190.5
2020-01-08,TRI Dolar MATba,TRI.ROS/JUL20,198.5
2020-01-08,TRI Dolar MATba,TRI.ROS/ENE21,170.5
2020-01-09,MAI Dolar MATba,MAI.ROS/ENE20,151.0
2020-01-09,MAI Dolar MATba,MAI.ROS/ABR20,144.0
2020-01-09,MAI Dolar MATba,MAI.ROS/JUL20,136.0
2020-01-09,MAI Dolar MATba,MAI.ROS/DIC20,143.0
2020-01-09,SOJ Dolar MATba,SOJ.ROS/ENE20,267.0
2020-01-09,SOJ Dolar MATba,SOJ.ROS/FEB20,264.0
2020-01-09,SOJ Dolar MATba,SOJ.ROS/MAY20,237.0
2020-01-09,SOJ Dolar MATba,SOJ.ROS/JUL20,241.8
2020-01-09,SOJ Dolar MATba,SOJ.ROS/NOV20,248.8
2020-01-09,TRI Dolar MATba,TRI.ROS/ENE20,190.0
2020-01-09,TRI Dolar MATba,TRI.BA/ENE20,190.0
2020-01-09,TRI Dolar MATba,TRI.ROS/MAR20,194.0
2020-01-09,TRI Dolar MATba,TRI.BA/MAR20,197.5
2020-01-09,TRI Dolar MATba,TRI.ROS/JUL20,202.0
2020-01-09,TRI Dolar MATba,TRI.ROS/DIC20,169.5
2020-01-10,MAI Dolar MATba,MAI.ROS/ABR20,145.5
2020-01-10,MAI Dolar MATba,MAI.ROS/JUL20,137.5
2020-01-10,MAI Dolar MATba,MAI.ROS/SEP20,140.5
2020-01-10,MAI Dolar MATba,MAI.ROS/DIC20,144.5
2020-01-10,SOJ Dolar MATba,SOJ.ROS/ENE20,267.0
2020-01-10,SOJ Dolar MATba,SOJ.ROS/FEB20,264.0
2020-01-10,SOJ Dolar MATba,SOJ.ROS/MAY20,237.5
2020-01-10,SOJ Dolar MATba,SOJ.ROS/JUL20,242.2
2020-01-10,SOJ Dolar MATba,SOJ.ROS/NOV20,249.3
2020-01-10,TRI Dolar MATba,TRI.ROS/ENE20,194.0
2020-01-10,TRI Dolar MATba,TRI.BA/ENE20,195.2
2020-01-10,TRI Dolar MATba,TRI.ROS/MAR20,197.2
2020-01-10,TRI Dolar MATba,TRI.BA/MAR20,201.5
2020-01-10,TRI Dolar MATba,TRI.ROS/JUL20,203.5
2020-01-10,TRI Dolar MATba,TRI.ROS/DIC20,169.0
2020-01-13,MAI Dolar MATba,MAI.ROS/ABR20,148.0
2020-01-13,MAI Dolar MATba,MAI.ROS/JUL20,139.5
2020-01-13,MAI Dolar MATba,MAI.ROS/SEP20,140.1
2020-01-13,MAI Dolar MATba,MAI.ROS/DIC20,145.9
2020-01-13,SOJ Dolar MATba,SOJ.ROS/ENE20,266.3
2020-01-13,SOJ Dolar MATba,SOJ.ROS/FEB20,263.3
2020-01-13,SOJ Dolar MATba,SOJ.ROS/MAY20,236.5
2020-01-13,SOJ Dolar MATba,SOJ.ROS/JUL20,241.5
2020-01-13,TRI Dolar MATba,TRI.ROS/ENE20,200.0
2020-01-13,TRI Dolar MATba,TRI.ROS/MAR20,203.5
2020-01-13,TRI Dolar MATba,TRI.ROS/JUL20,209.5
2020-01-13,TRI Dolar MATba,TRI.ROS/DIC20,170.5
2020-01-13,TRI Dolar MATba,TRI.ROS/ENE21,173.0
2020-01-14,MAI Dolar MATba,MAI.ROS/ABR20,147.6
2020-01-14,MAI Dolar MATba,MAI.ROS/JUL20,139.5
2020-01-14,MAI Dolar MATba,MAI.ROS/SEP20,140.0
2020-01-14,MAI Dolar MATba,MAI.ROS/DIC20,146.0
2020-01-14,SOJ Dolar MATba,SOJ.ROS/ENE20,265.0
2020-01-14,SOJ Dolar MATba,SOJ.ROS/FEB20,262.0
2020-01-14,SOJ Dolar MATba,SOJ.ROS/MAY20,237.0
2020-01-14,SOJ Dolar MATba,SOJ.ROS/JUL20,241.7
2020-01-14,SOJ Dolar MATba,SOJ.ROS/NOV20,249.5
2020-01-14,TRI Dolar MATba,TRI.ROS/ENE20,203.0
2020-01-14,TRI Dolar MATba,TRI.ROS/MAR20,205.5
2020-01-14,TRI Dolar MATba,TRI.ROS/JUL20,211.2
2020-01-15,MAI Dolar MATba,MAI.ROS/ABR20,148.0
2020-01-15,MAI Dolar MATba,MAI.ROS/JUL20,139.6
2020-01-15,MAI Dolar MATba,MAI.ROS/SEP20,141.1
2020-01-15,MAI Dolar MATba,MAI.ROS/DIC20,146.5
2020-01-15,SOJ Dolar MATba,SOJ.ROS/ENE20,265.0
2020-01-15,SOJ Dolar MATba,SOJ.ROS/FEB20,262.5
2020-01-15,SOJ Dolar MATba,SOJ.ROS/MAY20,236.5
2020-01-15,SOJ Dolar MATba,SOJ.ROS/JUL20,241.1
2020-01-15,SOJ Dolar MATba,SOJ.ROS/NOV20,248.6
2020-01-15,TRI Dolar MATba,TRI.ROS/ENE20,198.0
2020-01-15,TRI Dolar MATba,TRI.BA/ENE20,199.0
2020-01-15,TRI Dolar MATba,TRI.ROS/MAR20,201.0
2020-01-15,TRI Dolar MATba,TRI.ROS/JUL20,208.0
2020-01-15,TRI Dolar MATba,TRI.BA/JUL20,215.0
2020-01-15,TRI Dolar MATba,TRI.ROS/DIC20,169.5
2020-01-15,TRI Dolar MATba,TRI.ROS/ENE21,171.5
2020-01-16,MAI Dolar MATba,MAI.ROS/ENE20,158.0
2020-01-16,MAI Dolar MATba,MAI.ROS/ABR20,144.9
2020-01-16,MAI Dolar MATba,MAI.ROS/JUL20,137.0
2020-01-16,MAI Dolar MATba,MAI.ROS/SEP20,138.3
2020-01-16,MAI Dolar MATba,MAI.ROS/DIC20,144.0
2020-01-16,SOJ Dolar MATba,SOJ.ROS/ENE20,265.0
2020-01-16,SOJ Dolar MATba,SOJ.ROS/FEB20,262.0
2020-01-16,SOJ Dolar MATba,SOJ.ROS/MAY20,235.1
2020-01-16,SOJ Dolar MATba,SOJ.ROS/JUL20,239.4
2020-01-16,SOJ Dolar MATba,SOJ.ROS/NOV20,247.0
2020-01-16,TRI Dolar MATba,TRI.ROS/ENE20,199.0
2020-01-16,TRI Dolar MATba,TRI.ROS/MAR20,201.2
2020-01-16,TRI Dolar MATba,TRI.BA/JUL20,214.5
2020-01-16,TRI Dolar MATba,TRI.ROS/JUL20,208.0
2020-01-16,TRI Dolar MATba,TRI.ROS/DIC20,168.4
2020-01-17,MAI Dolar MATba,MAI.ROS/ENE20,157.0
2020-01-17,MAI Dolar MATba,MAI.ROS/ABR20,148.0
2020-01-17,MAI Dolar MATba,MAI.ROS/JUL20,139.0
2020-01-17,MAI Dolar MATba,MAI.ROS/SEP20,141.0
2020-01-17,MAI Dolar MATba,MAI.ROS/DIC20,147.0
2020-01-17,SOJ Dolar MATba,SOJ.ROS/ENE20,265.0
2020-01-17,SOJ Dolar MATba,SOJ.ROS/FEB20,262.0
2020-01-17,SOJ Dolar MATba,SOJ.ROS/MAY20,236.3
2020-01-17,SOJ Dolar MATba,SOJ.ROS/JUL20,240.3
2020-01-17,SOJ Dolar MATba,SOJ.ROS/NOV20,247.7
2020-01-17,TRI Dolar MATba,TRI.ROS/ENE20,202.0
2020-01-17,TRI Dolar MATba,TRI.BA/ENE20,195.0
2020-01-17,TRI Dolar MATba,TRI.ROS/MAR20,204.5
2020-01-17,TRI Dolar MATba,TRI.BA/JUL20,218.0
2020-01-17,TRI Dolar MATba,TRI.ROS/JUL20,210.0
2020-01-17,TRI Dolar MATba,TRI.ROS/ENE21,169.8
2020-01-20,MAI Dolar MATba,MAI.ROS/ABR20,148.0
2020-01-20,MAI Dolar MATba,MAI.ROS/JUL20,139.0
2020-01-20,MAI Dolar MATba,MAI.ROS/SEP20,141.0
2020-01-20,MAI Dolar MATba,MAI.ROS/DIC20,146.5
2020-01-20,SOJ Dolar MATba,SOJ.ROS/ENE20,267.0
2020-01-20,SOJ Dolar MATba,SOJ.ROS/FEB20,263.0
2020-01-20,SOJ Dolar MATba,SOJ.ROS/MAY20,236.6
2020-01-20,TRI Dolar MATba,TRI.BA/ENE20,198.5
2020-01-20,TRI Dolar MATba,TRI.ROS/ENE20,204.1
2020-01-20,TRI Dolar MATba,TRI.ROS/MAR20,205.5
2020-01-20,TRI Dolar MATba,TRI.BA/MAR20,210.0
2020-01-20,TRI Dolar MATba,TRI.ROS/JUL20,212.0
2020-01-21,MAI Dolar MATba,MAI.ROS/ABR20,147.0
2020-01-21,MAI Dolar MATba,MAI.ROS/JUL20,138.0
2020-01-21,MAI Dolar MATba,MAI.ROS/SEP20,140.0
2020-01-21,MAI Dolar MATba,MAI.ROS/DIC20,146.0
2020-01-21,SOJ Dolar MATba,SOJ.ROS/ENE20,265.0
2020-01-21,SOJ Dolar MATba,SOJ.ROS/FEB20,261.5
2020-01-21,SOJ Dolar MATba,SOJ.ROS/MAY20,234.6
2020-01-21,SOJ Dolar MATba,SOJ.ROS/JUL20,239.0
2020-01-21,TRI Dolar MATba,TRI.ROS/ENE20,206.0
2020-01-21,TRI Dolar MATba,TRI.ROS/MAR20,209.0
2020-01-21,TRI Dolar MATba,TRI.ROS/JUL20,215.0
2020-01-22,MAI Dolar MATba,MAI.ROS/ENE20,160.0
2020-01-22,MAI Dolar MATba,MAI.ROS/ABR20,148.5
2020-01-22,MAI Dolar MATba,MAI.ROS/JUL20,139.5
2020-01-22,SOJ Dolar MATba,SOJ.ROS/ENE20,265.9
2020-01-22,SOJ Dolar MATba,SOJ.ROS/FEB20,262.0
2020-01-22,SOJ Dolar MATba,SOJ.ROS/MAY20,235.1
2020-01-22,SOJ Dolar MATba,SOJ.ROS/JUL20,239.5
2020-01-22,SOJ Dolar MATba,SOJ.ROS/NOV20,247.3
2020-01-22,TRI Dolar MATba,TRI.BA/ENE20,205.0
2020-01-22,TRI Dolar MATba,TRI.ROS/ENE20,209.5
2020-01-22,TRI Dolar MATba,TRI.ROS/MAR20,212.5
2020-01-22,TRI Dolar MATba,TRI.BA/MAR20,215.0
2020-01-22,TRI Dolar MATba,TRI.ROS/JUL20,218.0
2020-01-22,TRI Dolar MATba,TRI.BA/JUL20,223.5
2020-01-22,TRI Dolar MATba,TRI.ROS/ENE21,171.0
2020-01-23,MAI Dolar MATba,MAI.ROS/ABR20,149.5
2020-01-23,MAI Dolar MATba,MAI.ROS/JUL20,139.5
2020-01-23,MAI Dolar MATba,MAI.ROS/SEP20,141.3
2020-01-23,SOJ Dolar MATba,SOJ.ROS/ENE20,266.5
2020-01-23,SOJ Dolar MATba,SOJ.ROS/FEB20,261.9
2020-01-23,SOJ Dolar MATba,SOJ.ROS/MAY20,235.0
2020-01-23,SOJ Dolar MATba,SOJ.ROS/JUL20,239.0
2020-01-23,SOJ Dolar MATba,SOJ.ROS/NOV20,247.2
2020-01-23,TRI Disponible,TRI.BA/DIS20,206.0
2020-01-23,TRI Dolar MATba,TRI.ROS/ENE20,211.5
2020-01-23,TRI Dolar MATba,TRI.ROS/MAR20,214.0
2020-01-23,TRI Dolar MATba,TRI.BA/MAR20,216.0
2020-01-23,TRI Dolar MATba,TRI.BA/JUL20,222.6
2020-01-23,TRI Dolar MATba,TRI.ROS/JUL20,219.5
2020-01-23,TRI Dolar MATba,TRI.ROS/DIC20,170.0
2020-01-23,TRI Dolar MATba,TRI.ROS/ENE21,172.0
2020-01-24,MAI Dolar MATba,MAI.ROS/ABR20,148.0
2020-01-24,MAI Dolar MATba,MAI.ROS/JUL20,138.5
2020-01-24,MAI Dolar MATba,MAI.ROS/SEP20,140.0
2020-01-24,MAI Dolar MATba,MAI.ROS/DIC20,146.5
2020-01-24,SOJ Dolar MATba,SOJ.ROS/ENE20,262.0
2020-01-24,SOJ Dolar MATba,SOJ.ROS/FEB20,261.4
2020-01-24,SOJ Dolar MATba,SOJ.ROS/MAY20,233.8
2020-01-24,SOJ Dolar MATba,SOJ.ROS/JUL20,238.0
2020-01-24,SOJ Dolar MATba,SOJ.ROS/NOV20,246.7
2020-01-24,TRI Dolar MATba,TRI.ROS/ENE20,210.0
2020-01-24,TRI Dolar MATba,TRI.ROS/MAR20,212.0
2020-01-24,TRI Dolar MATba,TRI.BA/MAR20,216.5
2020-01-24,TRI Dolar MATba,TRI.ROS/JUL20,218.0
2020-01-24,TRI Dolar MATba,TRI.BA/JUL20,222.5
2020-01-24,TRI Dolar MATba,TRI.ROS/DIC20,169.1
2020-01-24,TRI Dolar MATba,TRI.ROS/ENE21,171.0
2020-01-27,MAI Dolar MATba,MAI.ROS/ABR20,146.0
2020-01-27,MAI Dolar MATba,MAI.ROS/JUL20,136.0
2020-01-27,MAI Dolar MATba,MAI.ROS/DIC20,144.0
2020-01-27,SOJ Dolar MATba,SOJ.ROS/MAY20,232.5
2020-01-27,SOJ Dolar MATba,SOJ.ROS/JUL20,236.6
2020-01-27,SOJ Dolar MATba,SOJ.ROS/NOV20,245.1
2020-01-27,TRI Dolar MATba,TRI.ROS/MAR20,208.5
2020-01-27,TRI Dolar MATba,TRI.BA/MAR20,214.6
2020-01-27,TRI Dolar MATba,TRI.BA/MAY20,217.0
2020-01-27,TRI Dolar MATba,TRI.ROS/JUL20,214.5
2020-01-27,TRI Dolar MATba,TRI.BA/JUL20,222.0
2020-01-27,TRI Dolar MATba,TRI.ROS/DIC20,166.0
2020-01-28,MAI Dolar MATba,MAI.ROS/ABR20,148.5
2020-01-28,MAI Dolar MATba,MAI.ROS/JUL20,138.5
2020-01-28,MAI Dolar MATba,MAI.ROS/SEP20,140.0
2020-01-28,MAI Dolar MATba,MAI.ROS/DIC20,146.0
2020-01-28,SOJ Dolar MATba,SOJ.ROS/FEB20,254.0
2020-01-28,SOJ Dolar MATba,SOJ.ROS/MAY20,232.7
2020-01-28,SOJ Dolar MATba,SOJ.ROS/JUL20,237.5
2020-01-28,SOJ Dolar MATba,SOJ.ROS/NOV20,245.9
2020-01-28,TRI Disponible,TRI.BA/DIS20,209.5
2020-01-28,TRI Dolar MATba,TRI.ROS/MAR20,210.3
2020-01-28,TRI Dolar MATba,TRI.BA/MAR20,215.5
2020-01-28,TRI Dolar MATba,TRI.BA/MAY20,218.0
2020-01-28,TRI Dolar MATba,TRI.BA/JUL20,220.0
2020-01-28,TRI Dolar MATba,TRI.ROS/JUL20,216.1
2020-01-28,TRI Dolar MATba,TRI.ROS/DIC20,167.0
2020-01-28,TRI Dolar MATba,TRI.ROS/ENE21,169.9
2020-01-29,MAI Dolar MATba,MAI.ROS/ABR20,147.5
2020-01-29,MAI Dolar MATba,MAI.ROS/JUL20,137.5
2020-01-29,MAI Dolar MATba,MAI.ROS/SEP20,139.2
2020-01-29,MAI Dolar MATba,MAI.ROS/DIC20,144.5
2020-01-29,SOJ Dolar MATba,SOJ.ROS/FEB20,252.5
2020-01-29,SOJ Dolar MATba,SOJ.ROS/MAY20,232.7
2020-01-29,SOJ Dolar MATba,SOJ.ROS/JUL20,237.5
2020-01-29,SOJ Dolar MATba,SOJ.ROS/NOV20,245.8
2020-01-29,TRI Dolar MATba,TRI.ROS/FEB20,204.0
2020-01-29,TRI Dolar MATba,TRI.ROS/MAR20,209.5
2020-01-29,TRI Dolar MATba,TRI.ROS/JUL20,214.5
2020-01-29,TRI Dolar MATba,TRI.ROS/DIC20,168.0
2020-01-29,TRI Dolar MATba,TRI.ROS/ENE21,169.5
2020-01-30,MAI Dolar MATba,MAI.ROS/FEB20,151.0
2020-01-30,MAI Dolar MATba,MAI.ROS/ABR20,147.7
2020-01-30,MAI Dolar MATba,MAI.ROS/JUL20,138.5
2020-01-30,MAI Dolar MATba,MAI.ROS/DIC20,144.5
2020-01-30,SOJ Dolar MATba,SOJ.ROS/FEB20,250.0
2020-01-30,SOJ Dolar MATba,SOJ.ROS/MAY20,230.0
2020-01-30,SOJ Dolar MATba,SOJ.ROS/JUL20,234.0
2020-01-30,SOJ Dolar MATba,SOJ.ROS/NOV20,243.0
2020-01-30,TRI Dolar MATba,TRI.ROS/FEB20,202.0
2020-01-30,TRI Dolar MATba,TRI.ROS/MAR20,205.0
2020-01-30,TRI Dolar MATba,TRI.BA/MAR20,212.5
2020-01-30,TRI Dolar MATba,TRI.BA/MAY20,214.5
2020-01-30,TRI Dolar MATba,TRI.BA/JUL20,217.0
2020-01-30,TRI Dolar MATba,TRI.ROS/JUL20,209.0
2020-01-30,TRI Dolar MATba,TRI.ROS/DIC20,168.0
2020-01-30,TRI Dolar MATba,TRI.ROS/ENE21,169.0
2020-01-31,MAI Dolar MATba,MAI.ROS/FEB20,151.0
2020-01-31,MAI Dolar MATba,MAI.ROS/ABR20,148.1
2020-01-31,MAI Dolar MATba,MAI.ROS/JUL20,139.0
2020-01-31,MAI Dolar MATba,MAI.ROS/DIC20,145.2
2020-01-31,SOJ Dolar MATba,SOJ.ROS/FEB20,249.0
2020-01-31,SOJ Dolar MATba,SOJ.ROS/MAR20,230.0
2020-01-31,SOJ Dolar MATba,SOJ.ROS/MAY20,229.6
2020-01-31,SOJ Dolar MATba,SOJ.ROS/JUL20,234.0
2020-01-31,SOJ Dolar MATba,SOJ.ROS/NOV20,242.5
2020-01-31,TRI Dolar MATba,TRI.ROS/FEB20,202.0
2020-01-31,TRI Dolar MATba,TRI.ROS/MAR20,205.5
2020-01-31,TRI Dolar MATba,TRI.BA/MAR20,213.0
2020-01-31,TRI Dolar MATba,TRI.BA/MAY20,215.0
2020-01-31,TRI Dolar MATba,TRI.BA/JUL20,217.0
2020-01-31,TRI Dolar MATba,TRI.ROS/JUL20,208.5
2020-01-31,TRI Dolar MATba,TRI.ROS/ENE21,166.5
2020-02-03,MAI Dolar MATba,MAI.ROS/ABR20,147.5
2020-02-03,MAI Dolar MATba,MAI.ROS/JUL20,138.5
2020-02-03,SOJ Dolar MATba,SOJ.ROS/FEB20,245.0
2020-02-03,SOJ Dolar MATba,SOJ.ROS/MAY20,230.0
2020-02-03,SOJ Dolar MATba,SOJ.ROS/JUL20,234.0
2020-02-03,SOJ Dolar MATba,SOJ.ROS/NOV20,243.0
2020-02-03,TRI Disponible,TRI.BA/DIS20,210.0
2020-02-03,TRI Dolar MATba,TRI.ROS/MAR20,205.0
2020-02-03,TRI Dolar MATba,TRI.BA/MAR20,213.0
2020-02-03,TRI Dolar MATba,TRI.BA/MAY20,215.0
2020-02-03,TRI Dolar MATba,TRI.ROS/JUL20,208.5
2020-02-03,TRI Dolar MATba,TRI.ROS/DIC20,165.5
2020-02-04,MAI Dolar MATba,MAI.ROS/ABR20,147.5
2020-02-04,MAI Dolar MATba,MAI.ROS/JUL20,138.5
2020-02-04,SOJ Dolar MATba,SOJ.ROS/FEB20,245.0
2020-02-04,SOJ Dolar MATba,SOJ.ROS/MAY20,231.0
2020-02-04,SOJ Dolar MATba,SOJ.ROS/JUL20,235.5
2020-02-04,SOJ Dolar MATba,SOJ.ROS/NOV20,244.0
2020-02-04,TRI Dolar MATba,TRI.ROS/MAR20,205.5
2020-02-04,TRI Dolar MATba,TRI.BA/JUL20,217.0
2020-02-04,TRI Dolar MATba,TRI.ROS/JUL20,209.7
2020-02-05,MAI Dolar MATba,MAI.ROS/ABR20,146.0
2020-02-05,MAI Dolar MATba,MAI.ROS/JUL20,137.5
2020-02-05,MAI Dolar MATba,MAI.ROS/SEP20,139.5
2020-02-05,MAI Dolar MATba,MAI.ROS/DIC20,144.5
2020-02-05,SOJ Dolar MATba,SOJ.ROS/FEB20,246.5
2020-02-05,SOJ Dolar MATba,SOJ.ROS/MAY20,231.0
2020-02-05,SOJ Dolar MATba,SOJ.ROS/JUL20,236.0
2020-02-05,SOJ Dolar MATba,SOJ.ROS/NOV20,244.5
2020-02-05,TRI Dolar MATba,TRI.BA/FEB20,210.0
2020-02-05,TRI Dolar MATba,TRI.ROS/FEB20,205.0
2020-02-05,TRI Dolar MATba,TRI.ROS/MAR20,208.5
2020-02-05,TRI Dolar MATba,TRI.BA/MAR20,216.5
2020-02-05,TRI Dolar MATba,TRI.BA/JUL20,219.5
2020-02-05,TRI Dolar MATba,TRI.ROS/JUL20,213.5
2020-02-05,TRI Dolar MATba,TRI.ROS/DIC20,166.5
2020-02-05,TRI Dolar MATba,TRI.ROS/ENE21,168.5
2020-02-06,MAI Dolar MATba,MAI.ROS/ABR20,146.5
2020-02-06,MAI Dolar MATba,MAI.ROS/JUL20,138.0
2020-02-06,MAI Dolar MATba,MAI.ROS/SEP20,139.0
2020-02-06,SOJ Dolar MATba,SOJ.ROS/FEB20,247.0
2020-02-06,SOJ Dolar MATba,SOJ.ROS/MAY20,230.5
2020-02-06,SOJ Dolar MATba,SOJ.ROS/JUL20,235.7
2020-02-06,SOJ Dolar MATba,SOJ.ROS/NOV20,244.3
2020-02-06,TRI Dolar MATba,TRI.ROS/FEB20,204.5
2020-02-06,TRI Dolar MATba,TRI.ROS/MAR20,207.5
2020-02-06,TRI Dolar MATba,TRI.ROS/JUL20,212.4
2020-02-06,TRI Dolar MATba,TRI.BA/JUL20,220.0
2020-02-07,MAI Dolar MATba,MAI.ROS/ABR20,147.0
2020-02-07,MAI Dolar MATba,MAI.ROS/JUL20,138.0
2020-02-07,MAI Dolar MATba,MAI.ROS/SEP20,139.0
2020-02-07,MAI Dolar MATba,MAI.ROS/DIC20,144.9
2020-02-07,SOJ Dolar MATba,SOJ.ROS/FEB20,248.0
2020-02-07,SOJ Dolar MATba,SOJ.ROS/MAY20,229.0
2020-02-07,SOJ Dolar MATba,SOJ.ROS/JUL20,234.3
2020-02-07,SOJ Dolar MATba,SOJ.ROS/SEP20,239.0
2020-02-07,SOJ Dolar MATba,SOJ.ROS/NOV20,243.1
2020-02-07,TRI Disponible,TRI.BA/DIS20,212.0
2020-02-07,TRI Dolar MATba,TRI.ROS/MAR20,205.0
2020-02-07,TRI Dolar MATba,TRI.BA/MAY20,216.0
2020-02-07,TRI Dolar MATba,TRI.ROS/JUL20,209.5
2020-02-07,TRI Dolar MATba,TRI.ROS/DIC20,165.5
2020-02-10,MAI Dolar MATba,MAI.ROS/ABR20,146.0
2020-02-10,MAI Dolar MATba,MAI.ROS/JUL20,137.0
2020-02-10,MAI Dolar MATba,MAI.ROS/DIC20,144.0
2020-02-10,SOJ Dolar MATba,SOJ.ROS/FEB20,248.0
2020-02-10,SOJ Dolar MATba,SOJ.ROS/MAY20,227.0
2020-02-10,SOJ Dolar MATba,SOJ.ROS/JUL20,232.6
2020-02-10,SOJ Dolar MATba,SOJ.ROS/NOV20,241.8
2020-02-10,TRI Dolar MATba,TRI.ROS/MAR20,204.0
2020-02-10,TRI Dolar MATba,TRI.ROS/JUL20,209.5
2020-02-10,TRI Dolar MATba,TRI.ROS/DIC20,163.5
2020-02-10,TRI Dolar MATba,TRI.ROS/ENE21,165.5
2020-02-11,MAI Dolar MATba,MAI.ROS/ABR20,145.5
2020-02-11,MAI Dolar MATba,MAI.ROS/JUL20,136.0
2020-02-11,MAI Dolar MATba,MAI.ROS/SEP20,138.0
2020-02-11,SOJ Dolar MATba,SOJ.ROS/MAY20,227.6
2020-02-11,SOJ Dolar MATba,SOJ.ROS/JUL20,233.0
2020-02-11,SOJ Dolar MATba,SOJ.ROS/NOV20,242.6
2020-02-11,TRI Dolar MATba,TRI.ROS/MAR20,205.0
2020-02-11,TRI Dolar MATba,TRI.BA/MAR20,214.0
2020-02-11,TRI Dolar MATba,TRI.ROS/JUL20,209.5
